ID,strength
722,0.2260109387261591
723,0.29744712310049626
724,0.43322439234991866
725,0.583740010870297
726,0.6277094986533402
727,0.23151146114982527
728,0.30468621771994575
729,0.44376795496697913
730,0.5979467348345455
731,0.642986326369517
732,0.2359325511053471
733,0.31050469931933333
734,0.4522424297879786
735,0.6093655055951138
736,0.6552652017864472
737,0.2674722100350362
738,0.3895666713971491
739,0.2923104702082177
740,0.4257429842099651
741,0.29268643300469693
742,0.5030023539374034
743,0.6777610050129487
744,0.4727728970312895
745,0.2864885021523654
746,0.41726343145118755
747,0.0
748,0.2658180044825951
749,0.3498361678744327
750,0.4244365077899334
751,0.5095277428459768
752,0.35831291876413546
753,0.43472087194499137
754,0.521873921269267
755,0.7031891413643844
756,0.8374095547450466
757,0.9271771586610148
758,0.31081849931481775
759,0.3770985693310027
760,0.452699471735287
761,0.5408286861985705
762,0.609981338119785
763,0.7264108199489163
764,0.0
765,0.2440957591973977
766,0.32124808535160465
767,0.389752198319808
768,0.46788990634480787
769,0.7120791256922733
770,0.8474002917573376
771,0.2359325511053471
772,0.23151146114982527
773,0.320393315687548
774,0.46664495542899426
775,0.320393315687548
776,0.41726343145118755
777,0.30731306603864034
778,0.44759389469972743
779,0.29193305112527873
780,0.4251932826322085
781,0.3895666713971491
782,0.2923104702082177
783,0.4257429842099651
784,0.5736593290202913
785,0.23151146114982527
786,0.30468621771994575
787,0.44376795496697913
788,0.5979467348345455
789,0.31050469931933333
790,0.4522424297879786
791,0.6093655055951138
792,0.7256774411039559
793,0.8635827861340203
794,0.3573546712437088
795,0.6883778429900725
796,0.8301459931635186
797,0.6865535168375065
798,0.817598624643184
799,0.9052425607355479
800,0.2722589423069701
801,0.27410487134880973
802,0.3992269788742247
803,0.44759389469972743
804,0.24580282653921787
805,0.47116206306442787
806,0.6348584074941743
807,0.320393315687548
808,0.46664495542899426
809,0.27410487134880973
810,0.3992269788742247
811,0.29744712310049626
812,0.43322439234991866
813,0.583740010870297
814,0.6951607097363558
815,0.8272667558905497
816,0.269897410148228
817,0.35520496765926335
818,0.43095017001514613
819,0.5173472672044148
820,0.6970897869889533
821,0.9191349667003906
822,0.3659718106789537
823,0.4393420151614137
824,0.704977172268556
825,0.42899730747099407
826,0.4727728970312895
827,0.2624137426293319
828,0.35457348966424673
829,0.5164275350926304
830,0.41252103157261233
831,0.3174935304327725
832,0.3063359056060493
833,0.2954610221542182
834,0.3033469052235106
835,0.43322439234991866
