ID,strength
722,0.26567870232751006
723,0.34355039960019645
724,0.47811344714455983
725,0.6025190048680928
726,0.6335477645008175
727,0.26567870232751006
728,0.34355039960019645
729,0.47811344714455983
730,0.6025190048680928
731,0.6335477645008175
732,0.26567870232751006
733,0.34355039960019645
734,0.47811344714455983
735,0.6025190048680928
736,0.6335477645008175
737,0.34355039960019645
738,0.47811344714455983
739,0.34355039960019645
740,0.47811344714455983
741,0.34355039960019645
742,0.47811344714455983
743,0.6025190048680928
744,0.47811344714455983
745,0.34355039960019645
746,0.47811344714455983
747,0.0
748,0.26567870232751006
749,0.34355039960019645
750,0.40881685385826344
751,0.47811344714455983
752,0.34355039960019645
753,0.40881685385826344
754,0.47811344714455983
755,0.6025190048680928
756,0.6764351737467686
757,0.717306733574564
758,0.34355039960019645
759,0.40881685385826344
760,0.47811344714455983
761,0.55124487214155
762,0.6025190048680928
763,0.6764351737467686
764,0.0
765,0.26567870232751006
766,0.34355039960019645
767,0.40881685385826344
768,0.47811344714455983
769,0.6764351737467686
770,0.744376680682008
771,0.26567870232751006
772,0.26567870232751006
773,0.34355039960019645
774,0.47811344714455983
775,0.34355039960019645
776,0.47811344714455983
777,0.34355039960019645
778,0.47811344714455983
779,0.34355039960019645
780,0.47811344714455983
781,0.47811344714455983
782,0.34355039960019645
783,0.47811344714455983
784,0.6025190048680928
785,0.26567870232751006
786,0.34355039960019645
787,0.47811344714455983
788,0.6025190048680928
789,0.34355039960019645
790,0.47811344714455983
791,0.6025190048680928
792,0.6764351737467686
793,0.744376680682008
794,0.40881685385826344
795,0.6764351737467686
796,0.6764351737467686
797,0.6025190048680928
798,0.6764351737467686
799,0.717306733574564
800,0.26567870232751006
801,0.34355039960019645
802,0.47811344714455983
803,0.47811344714455983
804,0.26567870232751006
805,0.47811344714455983
806,0.6025190048680928
807,0.34355039960019645
808,0.47811344714455983
809,0.34355039960019645
810,0.47811344714455983
811,0.34355039960019645
812,0.47811344714455983
813,0.6025190048680928
814,0.6764351737467686
815,0.744376680682008
816,0.26567870232751006
817,0.34355039960019645
818,0.40881685385826344
819,0.47811344714455983
820,0.6025190048680928
821,0.717306733574564
822,0.40881685385826344
823,0.47811344714455983
824,0.6764351737467686
825,0.47811344714455983
826,0.47811344714455983
827,0.26567870232751006
828,0.34355039960019645
829,0.47811344714455983
830,0.47811344714455983
831,0.47811344714455983
832,0.47811344714455983
833,0.47811344714455983
834,0.47811344714455983
835,0.47811344714455983
836,0.47811344714455983
837,0.47811344714455983
838,0.47811344714455983
839,0.47811344714455983
840,0.47811344714455983
841,0.47811344714455983
842,0.47811344714455983
843,0.47811344714455983
844,0.47811344714455983
845,0.47811344714455983
846,0.47811344714455983
847,0.47811344714455983
848,0.47811344714455983
849,0.47811344714455983
850,0.47811344714455983
851,0.47811344714455983
852,0.47811344714455983
853,0.47811344714455983
854,0.47811344714455983
855,0.47811344714455983
856,0.47811344714455983
857,0.47811344714455983
858,0.47811344714455983
859,0.47811344714455983
860,0.47811344714455983
861,0.47811344714455983
862,0.47811344714455983
863,0.47811344714455983
864,0.47811344714455983
865,0.47811344714455983
866,0.47811344714455983
867,0.47811344714455983
868,0.47811344714455983
869,0.47811344714455983
870,0.47811344714455983
871,0.47811344714455983
872,0.47811344714455983
873,0.47811344714455983
874,0.47811344714455983
875,0.47811344714455983
876,0.47811344714455983
877,0.47811344714455983
878,0.47811344714455983
879,0.47811344714455983
880,0.47811344714455983
881,0.47811344714455983
882,0.47811344714455983
883,0.47811344714455983
884,0.47811344714455983
885,0.47811344714455983
886,0.47811344714455983
887,0.47811344714455983
888,0.47811344714455983
889,0.47811344714455983
890,0.47811344714455983
891,0.47811344714455983
892,0.47811344714455983
893,0.47811344714455983
894,0.47811344714455983
895,0.47811344714455983
896,0.47811344714455983
897,0.47811344714455983
898,0.47811344714455983
899,0.47811344714455983
900,0.47811344714455983
901,0.47811344714455983
902,0.47811344714455983
903,0.47811344714455983
904,0.47811344714455983
905,0.47811344714455983
906,0.47811344714455983
907,0.47811344714455983
908,0.47811344714455983
909,0.47811344714455983
910,0.47811344714455983
911,0.47811344714455983
912,0.47811344714455983
913,0.47811344714455983
914,0.47811344714455983
915,0.47811344714455983
916,0.47811344714455983
917,0.47811344714455983
918,0.47811344714455983
919,0.47811344714455983
920,0.47811344714455983
921,0.47811344714455983
922,0.47811344714455983
923,0.47811344714455983
924,0.47811344714455983
925,0.47811344714455983
926,0.47811344714455983
927,0.47811344714455983
928,0.47811344714455983
929,0.47811344714455983
930,0.47811344714455983
931,0.47811344714455983
932,0.47811344714455983
933,0.47811344714455983
934,0.47811344714455983
935,0.47811344714455983
936,0.47811344714455983
937,0.47811344714455983
938,0.47811344714455983
939,0.47811344714455983
940,0.47811344714455983
941,0.47811344714455983
942,0.47811344714455983
943,0.47811344714455983
944,0.47811344714455983
945,0.47811344714455983
946,0.47811344714455983
947,0.47811344714455983
948,0.47811344714455983
949,0.47811344714455983
950,0.47811344714455983
951,0.47811344714455983
952,0.47811344714455983
953,0.47811344714455983
954,0.47811344714455983
955,0.47811344714455983
956,0.47811344714455983
957,0.47811344714455983
958,0.47811344714455983
959,0.47811344714455983
960,0.47811344714455983
961,0.47811344714455983
962,0.47811344714455983
963,0.47811344714455983
964,0.47811344714455983
965,0.47811344714455983
966,0.47811344714455983
967,0.47811344714455983
968,0.47811344714455983
969,0.47811344714455983
970,0.47811344714455983
971,0.47811344714455983
972,0.47811344714455983
973,0.47811344714455983
974,0.47811344714455983
975,0.47811344714455983
976,0.47811344714455983
977,0.47811344714455983
978,0.47811344714455983
979,0.47811344714455983
980,0.47811344714455983
981,0.47811344714455983
982,0.47811344714455983
983,0.47811344714455983
984,0.47811344714455983
985,0.47811344714455983
986,0.47811344714455983
987,0.47811344714455983
988,0.47811344714455983
989,0.47811344714455983
990,0.47811344714455983
991,0.47811344714455983
992,0.47811344714455983
993,0.47811344714455983
994,0.47811344714455983
995,0.47811344714455983
996,0.47811344714455983
997,0.47811344714455983
998,0.47811344714455983
999,0.47811344714455983
1000,0.47811344714455983
1001,0.47811344714455983
1002,0.47811344714455983
1003,0.47811344714455983
1004,0.47811344714455983
1005,0.47811344714455983
1006,0.47811344714455983
1007,0.47811344714455983
1008,0.47811344714455983
1009,0.47811344714455983
1010,0.47811344714455983
1011,0.47811344714455983
1012,0.47811344714455983
1013,0.47811344714455983
1014,0.47811344714455983
1015,0.47811344714455983
1016,0.47811344714455983
1017,0.47811344714455983
1018,0.47811344714455983
1019,0.47811344714455983
1020,0.47811344714455983
1021,0.47811344714455983
1022,0.47811344714455983
1023,0.47811344714455983
1024,0.47811344714455983
1025,0.47811344714455983
1026,0.47811344714455983
1027,0.47811344714455983
1028,0.47811344714455983
1029,0.47811344714455983
1030,0.47811344714455983
